RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31 00:00:00,2018-02-28 00:00:00,2018-03-31 00:00:00,2018-04-30 00:00:00,2018-05-31 00:00:00,2018-06-30 00:00:00,2018-07-31 00:00:00,2018-08-31 00:00:00,2018-09-30 00:00:00,2018-10-31 00:00:00,2018-11-30 00:00:00,2018-12-31 00:00:00,2019-01-31 00:00:00,2019-02-28 00:00:00,2019-03-31 00:00:00,2019-04-30 00:00:00,2019-05-31 00:00:00,2019-06-30 00:00:00,2019-07-31 00:00:00,2019-08-31 00:00:00,2019-09-30 00:00:00,2019-10-31 00:00:00,2019-11-30 00:00:00,2019-12-31 00:00:00,2020-01-31 00:00:00,2020-02-29 00:00:00,2020-03-31 00:00:00,2020-04-30 00:00:00,2020-05-31 00:00:00,2020-06-30 00:00:00,2020-07-31 00:00:00,2020-08-31 00:00:00,2020-09-30 00:00:00,2020-10-31 00:00:00,2020-11-30 00:00:00,2020-12-31 00:00:00,2021-01-31 00:00:00,2021-02-28 00:00:00,2021-03-31 00:00:00,2021-04-30 00:00:00,2021-05-31 00:00:00,2021-06-30 00:00:00,2021-07-31 00:00:00,2021-08-31 00:00:00,2021-09-30 00:00:00,2021-10-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,2022-01-31 00:00:00,2022-02-28 00:00:00,2022-03-31 00:00:00,2022-04-30 00:00:00,2022-05-31 00:00:00,2022-06-30 00:00:00,2022-07-31 00:00:00,2022-08-31 00:00:00,2022-09-30 00:00:00,2022-10-31 00:00:00,2022-11-30 00:00:00,2022-12-31 00:00:00,2023-01-31 00:00:00,2023-02-28 00:00:00,2023-03-31 00:00:00,2023-04-30 00:00:00,2023-05-31 00:00:00,2023-06-30 00:00:00,2023-07-31 00:00:00,2023-08-31 00:00:00,2023-09-30 00:00:00
394976,11,"Phoenix, AZ",msa,AZ,256037.9271999592,257930.3790355312,259852.98869281608,261430.14297104208,263163.5850406584,264927.5927140661,267058.6471301923,268982.242298334,270810.14814339223,272268.107554352,273582.9390648368,274721.9463868421,276060.10745355795,277624.62157622835,279087.4281833972,280259.8004292242,281100.4125485497,281989.2646705719,282828.98135726526,283961.920096463,285406.99270628305,287216.8910134163,289349.5788457438,291548.5099298837,294344.3592498635,297548.48438216845,301267.2732450407,304587.5234262936,306869.79695722664,308362.99656807416,309984.43164658785,312792.9619236783,317289.37788566627,322670.901899964,328575.0585503283,334320.0320736633,340023.60503128724,346070.5309921028,353301.798537643,361758.4146441714,371897.4957298704,382997.0328224466,394028.2026055184,403751.70098581136,411909.5576345262,419201.3076370275,426109.1181344516,432527.61049671023,439329.96006242646,447123.38123548334,456777.0801466277,467459.4820106059,477979.123071275,486617.291273812,490844.84062463377,489496.7157178132,483259.8608568884,475474.1770032612,467092.9648776469,458872.579983312,450874.6676256775,444665.8865197448,441074.0994135637,439719.56126761134,440145.6468054981,441829.5288615213,444370.097402202,447218.0176969051,449628.1631232197
395057,12,"San Francisco, CA",msa,CA,877651.6233574547,889135.3176047116,898898.3773883176,907306.5489392424,916304.8501591876,923963.6946267914,927885.2260091488,929624.3641802832,930572.120575882,932813.2449094808,933927.903414545,933047.3771483194,930610.4268392668,926699.8978639252,923364.6201438756,921048.6302653416,919615.3508801908,919659.2079138329,920727.9065026204,923101.2007424898,924932.774685457,926279.5052068938,928206.0367513724,930716.4402789712,934075.7098265316,938492.4806219116,944450.1082906008,949569.2443893802,949323.0837376198,944845.5662487916,941291.2568296584,943893.7301313166,952710.8233817732,964373.0535448767,978267.3922200282,992005.5335409484,1005165.7188814654,1017573.780121543,1031335.9862293308,1048156.6950801816,1067307.2891873457,1086609.099405943,1102409.4926882032,1110622.0175838023,1113192.5279259814,1115004.3450371844,1120765.0893350586,1129562.3363068076,1146114.9344025904,1171437.3966100367,1203473.528050201,1229672.1212667113,1244380.8887064832,1245288.8891141328,1232577.4498227404,1208799.7916115436,1180844.3360674374,1158164.3251540735,1141679.1966489574,1129303.562817442,1115008.120842791,1102845.3514044762,1093993.243239251,1092180.245632422,1094370.7309652043,1099282.5105813593,1106162.2543025464,1114027.5859378374,1121538.7117840732
395025,13,"Riverside, CA",msa,CA,350289.11910510244,352706.6852547587,353938.23949786014,354745.98573955445,355913.6431230965,357269.75580451806,358865.110026808,360594.3273263248,362451.3145352621,364771.0677933315,366668.5837512821,368308.8006290041,369034.2122364856,369680.4173508933,370087.7080075795,370376.5056625207,370020.63126155006,369606.0703655207,369509.4402652087,370076.98593253695,371389.6304222896,373439.92634927767,376332.9988001648,379235.52925787,381668.7363622969,383399.2288098075,384893.7752928968,386058.31139723706,386458.1408845139,386276.5491606567,386775.8994241841,389101.3662709442,393957.75914690434,400624.4637974279,408813.4120050946,417388.9249793845,425054.7305515227,432148.00854786864,439081.6387591575,447287.8410058933,456741.10692560766,466600.7263890251,475859.4064417623,483489.8153940488,489797.5753789833,495738.6609269804,502142.2901230266,509229.94308642327,517636.90579129406,527248.0201643076,538301.649290331,549194.3870507153,558573.6615486942,565172.0163859068,567835.26960175,566507.5789933236,562541.5714660906,558921.0202124217,555961.999679996,553301.8342212202,548814.7798012703,544151.3192297696,540596.7039607292,539648.5897919048,540939.4300333272,543665.3321817202,547277.9819640256,551385.5378946699,555396.2949038612
394532,14,"Detroit, MI",msa,MI,160310.0507378746,161691.5777004192,163292.1560358357,164760.06376051696,166161.25946961308,167128.78180369604,168193.0850085107,168931.60364864473,169604.78857128657,169819.2823313679,170199.10530666762,170770.8458717093,172041.5155117982,173661.29868053563,175508.55795083602,177037.43383757572,178253.4594951572,179172.46501172977,179677.04345525533,179793.24794564067,179584.7735461335,179618.0325701431,180066.08119043367,180679.67945273785,181510.13869861767,182557.827619984,183827.78389320752,184983.43444559936,185490.16158745007,185663.3617744397,185863.58777863227,186652.6121975,188309.89050143573,190575.0983463148,193430.5246632565,196305.36100076404,199236.80866514388,202373.1998751977,205735.90449640225,209245.86208034525,212721.86068016928,216080.46468636792,218417.99192225747,219341.13253129928,218989.35978411595,218475.0919316249,218398.7764582149,218846.61325027063,220671.38078957505,223780.46344618025,228002.7849133399,232144.3240681828,235557.085731034,238072.0851233143,238878.2964646487,238178.113434768,236551.96848602963,235327.7792046341,234465.74936358017,233854.96665855785,233164.44467059057,233038.92151376067,233447.9166329999,234535.99111658195,236044.10868313164,237807.45299266724,239435.32153739888,240899.93601044177,242055.752677224
395078,15,"Seattle, WA",msa,WA,464148.1977196017,470303.608980391,477037.0818970906,483451.6207885584,489438.1271670568,493295.7072590753,496795.66314642207,498622.6147284749,499260.1837746838,498303.2914133184,497095.5257240524,495981.9722472832,494978.2839427111,494685.1960490483,495770.9262350504,497221.38833494793,498324.9240502168,498899.2368666472,499058.1679726148,499252.7362981516,499336.8496896064,500468.3513627643,502627.6515302509,505874.14475309785,509557.0174343591,514027.25991655583,519320.0024245751,524963.2157107765,528220.6131748672,529501.8426695011,530226.4886370081,533565.3888089509,540348.1270340014,549091.255965283,559063.4182666725,568373.0407004125,577309.9394118048,586647.8976558164,597611.1004437754,610767.4696309395,624884.811258772,637851.1161221442,647167.5824540326,651594.9533003339,653105.6251776405,654563.7520269541,658443.7637484843,665309.5381253519,678207.8872484238,696158.0521941982,718536.6416905257,739353.864643894,754375.1379649318,759710.3696755394,753882.7064119574,740700.2078699591,725282.0436787945,714169.5640262297,707474.3111349755,703178.4561669723,697396.9614674469,691919.117314536,687361.8019696051,685607.7404836753,685956.1486792618,688620.5602695328,692799.5565574517,697790.3901490238,702227.363985098
394865,16,"Minneapolis, MN",msa,MN,265748.5538559099,267864.2306385801,270173.56222655065,272469.35112289974,274476.5313351651,275672.6675972299,276953.24416441127,277962.4059012016,278865.69065211224,279191.4727107339,279517.8440457093,280249.91569441487,281464.2069312295,283325.34731002065,285273.10116461664,286915.30134362524,287819.0548502438,288406.76693922165,288758.5282814424,289074.7410102768,289252.17823461344,289769.85623904475,290801.27724544005,292279.75636946247,294214.1038625602,296423.419884377,298796.7739983584,300846.2886823537,301804.5671887496,301803.39184837864,301460.2538915137,302065.0567613581,304225.62095137377,307620.7466542422,311597.3211962201,315650.9309633449,319427.7593745128,323425.84311487514,327540.61975571857,331995.78304237855,336748.60667524446,341521.0346913318,345477.99214623607,347585.59220801474,347972.2468752826,347924.4037157532,348605.092346998,350078.5455129742,352927.99399742176,356801.1145444936,361832.98474371154,366943.6674434928,371248.219377382,374122.9903231356,374298.3359369271,372378.9369838819,369300.3440895904,367271.8418773647,366033.228430291,365068.4384100409,363675.3699190609,362761.83542098507,362612.1049226788,363447.7196811211,364766.0123779208,366514.2196064442,368114.9305080392,369399.83587256976,370060.9567535187
395056,17,"San Diego, CA",msa,CA,578531.3133198804,581788.2271151397,583918.6554891356,585728.8556066167,588015.8132477421,589818.5942418627,591447.2292193653,592790.3620935584,594045.4636692054,595327.0944066116,595962.6711932827,595755.1471489571,595303.1250215572,595086.2953447979,596056.8722124816,597399.8227854251,598151.7789051405,598664.5169778963,598672.4929982089,599409.1410725781,599859.8987672002,601007.6458107478,603140.6039080827,606389.15903916,610177.4704257961,614411.4203461577,619044.9862297156,623808.3848857572,626209.7136980154,626467.5942550828,626274.4642881192,628792.0400815253,635309.2801230544,644429.6455671192,656003.5216184949,667998.321160577,679652.9292704292,690654.2101375638,702241.6201398649,715907.5270769619,731762.3998928283,747869.8165967787,760876.240172909,767988.2914624946,770686.363859795,773063.0251729299,778296.2173410783,786652.2339715865,801880.1237145867,823885.8810857377,851566.425558071,876813.2404383022,895372.8428446263,905545.9308120022,905874.4730615928,897734.5863855431,884384.7220532076,872384.6043385384,863271.0153592218,856541.6809491819,849321.3301016764,844136.6188408387,842324.6540607413,845496.6994386711,852281.8920024087,861780.9478013938,873189.9679322586,885124.8125511113,896656.2025214486
395148,18,"Tampa, FL",msa,FL,206105.85939349703,207344.41356475707,208607.91774765696,209955.6021164981,211248.05241328097,212271.52122655025,213511.00788426527,214771.3863314451,216030.50227805923,217003.7362190741,218077.9100513448,219275.94382297937,220507.17201529164,221607.4342366996,222408.5308294877,223128.75646795903,223662.39510744755,224407.3763783495,225196.2478174918,226175.6691515979,226986.0804684254,227938.38903120035,229168.6945164273,230740.55583116887,232964.76522056,235089.08804589603,237009.2834179531,238076.3217384267,238562.955009333,238999.6932246679,239911.5710180759,241718.7772755296,244410.4921827333,247512.71376409545,251178.71907089703,254874.24193360447,258902.7581547912,263209.957937084,267983.35482771165,273049.4782130305,278673.2421441389,285149.06362704834,291874.8809650881,297841.1714142988,302741.9810883549,307291.60023617995,312472.2399572595,318033.8649359286,325051.89606375,333153.0955547306,342789.6289065836,353141.3691368317,363287.42879746016,372371.1331699556,378515.3025431194,381445.9716442424,381323.6426318086,379792.5755301928,377516.0516041823,374884.1204217619,372110.9666592391,369983.7567835866,368970.06980815297,368847.4618996814,369541.1649450149,371084.23883167625,372849.0859697412,374628.5054297047,375806.87627525366
394530,19,"Denver, CO",msa,CO,389075.990122808,392172.0760798985,395137.3784387792,397746.73407391016,400255.1650860941,401998.64110255777,403799.2436327736,405101.8624016641,406447.18578026816,407433.9606052031,408350.9149474047,409483.6592332376,411032.9602764105,413312.5552788232,415754.25512609846,417777.3553509608,418595.61184094026,418979.4026499165,419128.46898842015,419761.9191331105,420481.8740374413,421782.2617696368,423614.24051369895,425750.4247157399,428077.1185627124,430800.52753215824,434091.35631342186,437310.7543670607,438685.8154341118,438682.26395786233,438544.8972435983,440230.11947931134,444255.5351028038,449830.4679210545,456193.86704072746,462285.48691026616,468014.2858863512,474637.4226792003,483106.9445179344,493137.4730672992,503820.3096955925,513972.7379249265,521843.7483061436,526752.9880396556,529241.4770002094,531968.177197339,536157.1152100408,541660.4580427576,549822.8661671248,561039.2377840601,574991.829717362,588418.5074023446,598754.8200596408,604442.7865798799,604052.1720644085,598719.6179173208,591024.0907227211,584883.9511764961,580293.7269820505,576467.2926824396,572299.8532704382,568700.4227491654,565783.2832947822,564299.2759308685,564457.6419341731,566271.009288919,568798.255945606,571438.2093860173,573725.3505088472
394358,20,"Baltimore, MD",msa,MD,276630.0513777491,277670.5822055537,278868.63065425307,279692.3504712639,280483.5398899399,280783.6058078817,281438.4415452196,282028.4831288027,282681.0793046537,282914.9694379216,283230.1519336782,283499.8377787728,284070.09650099016,285017.89450544264,286434.33423729375,287926.1387332517,288903.35280687705,289477.9336830024,289808.24438706826,290154.85715304845,290360.04961462115,290580.7889749664,291229.6308275948,292313.4665373547,293694.7879261787,295101.5015305276,296597.7832998354,298005.8737695659,298529.77714042016,298370.9262881748,298359.6273104816,299465.06012894533,301957.15340215573,305213.976926683,309049.94847721903,312736.41855386243,316150.7577178494,319797.06191489083,323808.679897807,328113.3000448212,332302.2689239883,336033.32174874423,338660.6476099253,339896.75731170847,339882.61432303744,340007.8641170128,340819.1410533418,342649.1056741309,345481.9757790603,348853.9394661191,352783.64480240043,356717.7702264628,360443.9493946817,363271.1772280983,364046.54275141127,362932.56927437446,360818.0996321372,359567.90743483376,358996.0202044554,359138.09145301563,359745.52689735004,360870.11724856176,362337.96788250847,364129.4848133738,366367.5724975897,368808.9471761418,370707.2117565887,372082.0425381824,372827.6884310409
395121,21,"St. Louis, MO",msa,MO,164943.65591637933,165535.5882555567,166258.82117277125,167010.36916761158,167684.68599406423,168049.24256278385,168497.1987846856,168972.55229372668,169577.93495294705,169954.07416801262,170333.74759053567,170711.46945049078,171343.05599998985,172255.57571834643,173274.46362983293,174082.28679835712,174538.5333656337,174810.5921937949,174945.63924253182,175117.57050607656,175323.11781629678,175895.73452625322,176677.33699243955,177556.44434916045,178596.20719433366,179730.41010363607,180956.6762292032,181992.86433917368,182541.4648247518,182854.85785700465,183432.59508605752,184787.1140600127,187062.17903622016,189718.1871150265,192511.10822554087,194912.59659039343,196988.76867018687,199132.0543898243,201545.5344574928,204229.76228045765,207024.9927773456,209698.11741018225,211446.3815895909,211995.40389975105,211612.5782261036,211492.19118800308,212041.1459809832,213148.417179473,215333.13427040933,218424.59649334548,222261.0658271541,225913.6548725252,228862.2713617958,231423.1130431896,232744.9847192329,232874.01368556303,231956.10518301209,231294.3690395908,231015.30709160885,231062.3240393819,230885.753130888,230969.04176949107,231594.05618701925,233219.07744485163,235405.5532418916,237768.6556231077,239664.63018980785,241209.67145702065,242199.55158259007
